"date,""min"",""max"",""median"",""q1"",""q3"",""stdev"",""count"""
"12/3/2023,""3.2"",""132.4"",""12.5"",""10.8"",""15.3"",""9.117"",""578"""
"12/4/2023,""3.4"",""20.8"",""8.44"",""5.9"",""11.6"",""3.715"",""576"""
"12/5/2023,""3.8"",""59.5"",""9.8"",""5.7"",""16.1"",""7.667"",""567"""
"12/6/2023,""4.9"",""23.9"",""10.3"",""8.5"",""11.6"",""2.179"",""576"""
"12/7/2023,""6"",""34.4"",""11.55"",""9.3"",""14.5"",""3.592"",""574"""
"12/8/2023,""4.5"",""33.5"",""7.35"",""6.5"",""8.9"",""2.409"",""558"""
"12/9/2023,""5.7"",""47.6"",""22.4"",""9.9"",""32.3"",""10.658"",""429"""
"12/10/2023,""14.3"",""44.1"",""31.9"",""24.3"",""37"",""7.418"",""239"""
"12/11/2023,""8"",""28.2"",""20.39"",""16.2"",""22.7"",""4.213"",""185"""
"12/12/2023,""27.3"",""142.2"",""86"",""71.8"",""104.6"",""28.093"",""73"""
"12/13/2023,""35.4"",""106.6"",""52.15"",""48.45"",""61.55"",""14.002"",""244"""
"12/14/2023,""22.5"",""143.7"",""39.7"",""34.5"",""50.2"",""18.479"",""563"""
"12/15/2023,""7.1"",""383.8"",""24.55"",""15.5"",""31.15"",""20.594"",""564"""
"12/16/2023,""3.5"",""61.9"",""11.4"",""6.8"",""16.5"",""7.243"",""465"""
"12/17/2023,""3.1"",""84.5"",""9.6"",""7.2"",""16.39"",""9.33"",""581"""
"12/18/2023,""10.2"",""49.5"",""18.35"",""16.6"",""23.05"",""5.684"",""380"""
"12/19/2023,""3.9"",""33"",""10.8"",""7.5"",""17.3"",""7.447"",""182"""
"12/20/2023,""6.2"",""16.5"",""11.1"",""8.9"",""12.6"",""2.475"",""211"""
"12/21/2023,""3.8"",""117.8"",""7.6"",""6.1"",""9.5"",""16.152"",""314"""
"12/22/2023,""1.8"",""99.7"",""3.8"",""2.9"",""8.4"",""12.003"",""399"""
"12/23/2023,""1.8"",""102.3"",""5.5"",""3.9"",""10.19"",""15.67"",""255"""
"12/24/2023,""2.8"",""40.4"",""10.6"",""6.05"",""13.75"",""6.885"",""197"""
"12/25/2023,""1.6"",""144.3"",""12.5"",""5.9"",""19"",""14.126"",""464"""
"12/26/2023,""5.9"",""61.9"",""13.4"",""10.19"",""18.6"",""7.699"",""426"""
"12/27/2023,""4.8"",""72.8"",""14.2"",""10.3"",""20.35"",""9.501"",""433"""
"1/1/2024,""2.7"",""46.6"",""11.2"",""7.8"",""13.3"",""5.296"",""470"""
"1/2/2024,""4.7"",""50.5"",""15.1"",""9.35"",""26.4"",""9.527"",""401"""
"1/3/2024,""4"",""78.2"",""10"",""7.1"",""15.5"",""6.608"",""466"""
"1/4/2024,""2.6"",""164.4"",""9.5"",""6"",""13.3"",""14.692"",""364"""
"1/5/2024,""4.4"",""62.4"",""11.3"",""9"",""15.75"",""7.151"",""425"""
"1/6/2024,""3.8"",""31.2"",""10.7"",""8.8"",""13.6"",""3.788"",""456"""
"1/7/2024,""2.5"",""22.2"",""7.55"",""5.8"",""11.05"",""4.078"",""460"""
"1/8/2024,""4.8"",""32"",""10.9"",""8.6"",""13.2"",""3.978"",""354"""
"1/9/2024,""5.2"",""40.1"",""14.8"",""9.35"",""20.35"",""7.455"",""232"""
"1/10/2024,""5.5"",""63.7"",""14.3"",""11.4"",""16.64"",""5.649"",""393"""
"1/11/2024,""3.4"",""62.8"",""15.2"",""7.6"",""19.2"",""11.055"",""475"""
"1/12/2024,""2"",""43.5"",""8.6"",""3.6"",""19.1"",""8.646"",""473"""
"1/13/2024,""4.4"",""51.2"",""12.8"",""8.4"",""16.25"",""6.247"",""468"""
"1/14/2024,""3.6"",""24.5"",""9.05"",""7"",""11.1"",""3.069"",""470"""
"1/15/2024,""5.7"",""153.2"",""16.1"",""11.3"",""22.9"",""12.154"",""466"""
"1/16/2024,""2.1"",""89.7"",""7"",""4.9"",""48.6"",""23.575"",""465"""
"1/17/2024,""15.9"",""103.7"",""43.7"",""30.4"",""57.5"",""17.05"",""435"""
"1/18/2024,""3.7"",""23.4"",""7.1"",""5.55"",""11"",""3.549"",""448"""
"1/19/2024,""1.8"",""90.5"",""9.4"",""5.9"",""11.4"",""6.303"",""474"""
"1/20/2024,""2.1"",""22.6"",""6.2"",""4.59"",""9.6"",""4.498"",""474"""
"1/21/2024,""5"",""65.7"",""10.8"",""8.1"",""16.4"",""7.769"",""335"""
"1/22/2024,""6.1"",""126.3"",""10.8"",""9.4"",""14"",""9.956"",""309"""
"1/23/2024,""3.7"",""24.5"",""8.1"",""6.2"",""10.8"",""3.315"",""473"""
"1/24/2024,""2.2"",""61.4"",""6.6"",""4.4"",""12"",""6.605"",""473"""
"1/25/2024,""1.2"",""23.8"",""6.45"",""3.9"",""9.6"",""3.588"",""456"""
"1/26/2024,""3.8"",""54.2"",""12.2"",""7.5"",""16.6"",""8.397"",""461"""
"1/27/2024,""3"",""35.8"",""11.6"",""6.7"",""23.4"",""8.752"",""462"""
"1/28/2024,""2.6"",""38.4"",""12.95"",""7.6"",""27.9"",""10.71"",""460"""
"1/29/2024,""4.2"",""66.2"",""8.4"",""6.5"",""16.05"",""10.446"",""469"""
"1/30/2024,""6.3"",""125.2"",""13.15"",""10.4"",""31.25"",""13.339"",""472"""
"1/31/2024,""18.2"",""124.4"",""27.8"",""24.2"",""41.5"",""12.477"",""471"""
"2/1/2024,""16.5"",""203"",""26.2"",""23.2"",""29.8"",""23.512"",""323"""
"2/2/2024,""3.9"",""120.5"",""12.3"",""8.5"",""30.45"",""19.812"",""429"""
"2/3/2024,""3.3"",""52.1"",""8.3"",""6.55"",""10.9"",""5.138"",""460"""
"2/4/2024,""1.7"",""105.5"",""12.05"",""9.69"",""15.9"",""16.097"",""458"""
"2/5/2024,""1.8"",""39.7"",""4.59"",""3.6"",""7.7"",""5.393"",""391"""
"2/6/2024,""2.2"",""107.1"",""7.3"",""4.59"",""10.5"",""11.963"",""279"""
"2/7/2024,""1.4"",""32.9"",""6.9"",""4.3"",""8.1"",""3.463"",""471"""
"2/8/2024,""1.9"",""90"",""8.44"",""6.2"",""11.4"",""7.357"",""450"""
"2/9/2024,""6.1"",""247.7"",""19"",""12.5"",""48.25"",""36.737"",""440"""
"2/10/2024,""0.2"",""81"",""38.5"",""31.05"",""46.65"",""14.301"",""444"""
"2/11/2024,""0.3"",""9.4"",""2.29"",""1.4"",""3.6"",""1.652"",""466"""
"2/12/2024,""0.3"",""186.5"",""28.7"",""14.55"",""32.85"",""17.81"",""473"""
"2/13/2024,""28.9"",""85.7"",""41.7"",""38.45"",""45.2"",""7.751"",""380"""
"2/14/2024,""8.1"",""117.4"",""23.1"",""16.89"",""37.4"",""11.307"",""472"""
"2/15/2024,""4.4"",""18.6"",""8.19"",""6.8"",""9.4"",""2.991"",""458"""
"2/16/2024,""3.4"",""25.8"",""6.8"",""5.9"",""8.3"",""2.698"",""469"""
"2/17/2024,""5.3"",""29.7"",""8.5"",""7.5"",""10"",""3.102"",""333"""
"2/18/2024,""7.5"",""95.7"",""16.95"",""13.1"",""21.1"",""10.384"",""242"""
"2/19/2024,""1"",""27.1"",""4.7"",""2.9"",""7.7"",""5.668"",""470"""
"2/20/2024,""2.2"",""30.9"",""7.8"",""5.4"",""10.5"",""3.972"",""466"""
"2/21/2024,""5.5"",""99.9"",""8.4"",""7.3"",""10.6"",""5.555"",""366"""
"2/22/2024,""8.4"",""78.4"",""13.1"",""11.2"",""19.8"",""7.183"",""475"""
"2/23/2024,""6.8"",""36.7"",""18.25"",""12.5"",""21.3"",""5.607"",""470"""
"2/24/2024,""2.2"",""31.7"",""6.85"",""4.1"",""15.1"",""7.785"",""466"""
"2/25/2024,""1.8"",""18.8"",""5.2"",""4"",""6.7"",""2.669"",""468"""
"2/26/2024,""2.9"",""21.1"",""7.5"",""5.15"",""9.9"",""3.206"",""412"""
"2/27/2024,""2.4"",""20.8"",""7.5"",""5.6"",""10.2"",""3.166"",""383"""
"2/28/2024,""1.3"",""46.7"",""9.44"",""5.7"",""13.7"",""6.676"",""342"""
"2/29/2024,""5.9"",""105.7"",""11.5"",""9.4"",""15"",""10.37"",""325"""
"3/1/2024,""9.2"",""73.1"",""17.05"",""12.5"",""22.4"",""7.828"",""354"""
"3/2/2024,""2.2"",""25.5"",""5.4"",""4"",""7.5"",""4.442"",""254"""
"3/3/2024,""1.7"",""21"",""6.1"",""4.5"",""7.4"",""2.24"",""580"""
"3/4/2024,""4.5"",""37.9"",""8.69"",""6.8"",""13"",""3.939"",""512"""
"3/5/2024,""6"",""52.3"",""13.65"",""8.4"",""22.25"",""8.375"",""572"""
"3/6/2024,""7.7"",""35.1"",""14.4"",""12.3"",""22.5"",""6.612"",""517"""
"3/7/2024,""7.7"",""70.3"",""11"",""9.8"",""22.6"",""9.692"",""548"""
"3/8/2024,""9"",""54.3"",""29.25"",""12"",""35.79"",""11.657"",""568"""
"3/9/2024,""8.1"",""51.6"",""19"",""14.8"",""30.1"",""8.63"",""574"""
"3/10/2024,""3.8"",""30.8"",""17"",""14"",""20.8"",""4.956"",""547"""
"3/11/2024,""5.6"",""38"",""16"",""9.6"",""22.2"",""7.245"",""550"""
"3/12/2024,""7"",""27.7"",""15.7"",""12.6"",""19.5"",""4.606"",""415"""
"3/13/2024,""3"",""15.9"",""7.7"",""5.55"",""8.8"",""2.393"",""564"""
"3/14/2024,""4.3"",""30"",""10.8"",""9.19"",""12.3"",""2.718"",""568"""
"3/15/2024,""6.9"",""80.4"",""23.1"",""16.39"",""31.9"",""13.561"",""495"""
"3/16/2024,""11.4"",""104.1"",""18.75"",""15.8"",""21.6"",""7.437"",""574"""
"3/17/2024,""13.7"",""55.2"",""31.4"",""25.7"",""37.3"",""8.013"",""559"""
"3/18/2024,""2.4"",""89.8"",""12.9"",""10.7"",""16.85"",""7.904"",""457"""
"3/19/2024,""5.1"",""28"",""11.4"",""8.85"",""15.3"",""4.444"",""576"""
"3/20/2024,""5"",""35.8"",""16.3"",""13.4"",""21.1"",""5.913"",""567"""
"3/21/2024,""12.2"",""53.3"",""18.89"",""17"",""21.3"",""4.303"",""422"""
"3/22/2024,""10"",""56.9"",""21.6"",""15.75"",""29.45"",""11.118"",""429"""
"3/23/2024,""6.7"",""54.2"",""16.8"",""13.5"",""21.5"",""8.237"",""527"""
"3/24/2024,""2"",""460.1"",""8.15"",""4.9"",""17.89"",""35.315"",""566"""
"3/25/2024,""2"",""95.2"",""6.5"",""4.2"",""8.85"",""8.742"",""576"""
"3/26/2024,""3.4"",""69.4"",""15.5"",""8.7"",""22.1"",""8.266"",""579"""
"3/27/2024,""4.5"",""58.4"",""15.7"",""9.6"",""25.9"",""9.677"",""578"""
"3/28/2024,""1.1"",""115.5"",""5.4"",""2.4"",""9.9"",""7.654"",""575"""
"3/29/2024,""1.4"",""16.1"",""4.1"",""2.6"",""6.1"",""2.185"",""296"""
"3/30/2024,""1"",""22.1"",""5.6"",""3.4"",""9.6"",""4.386"",""578"""
"3/31/2024,""0.7"",""114.6"",""4.9"",""2.2"",""9.19"",""9.856"",""579"""
"4/1/2024,""1.1"",""28"",""4.7"",""3.3"",""7.7"",""3.494"",""524"""
"4/2/2024,""1.3"",""26.9"",""4.09"",""2.6"",""5.7"",""2.242"",""578"""
"4/3/2024,""0.4"",""51.9"",""5.7"",""3"",""8"",""7.121"",""556"""
"4/4/2024,""0.5"",""43.6"",""4.09"",""2.1"",""5.9"",""4.697"",""579"""
"4/5/2024,""2.4"",""48.6"",""7.1"",""4.9"",""10.2"",""5.792"",""576"""
"4/6/2024,""0.9"",""29.1"",""4.8"",""2.9"",""15.8"",""7.667"",""525"""
"4/7/2024,""0.8"",""20.5"",""5.45"",""1.8"",""11.3"",""4.858"",""472"""
"4/8/2024,""2.2"",""32.7"",""10.1"",""5.5"",""20.5"",""8.593"",""474"""
"4/9/2024,""1.8"",""43"",""9.1"",""5.2"",""15.35"",""8.293"",""472"""
"4/10/2024,""3.3"",""56.8"",""15"",""6"",""22.8"",""10.214"",""474"""
"4/11/2024,""7.5"",""66.2"",""13.95"",""11.1"",""32.7"",""13.569"",""458"""
"4/12/2024,""2.7"",""37"",""6.2"",""4.5"",""13.2"",""5.445"",""463"""
"4/13/2024,""1.3"",""52.7"",""4.3"",""2.45"",""5.7"",""5.941"",""476"""
"4/14/2024,""1.5"",""114.2"",""5"",""3.1"",""7.5"",""15.163"",""475"""
"4/15/2024,""1.3"",""16.9"",""4.4"",""2"",""5.4"",""1.973"",""361"""
"4/16/2024,""3.4"",""8.4"",""6"",""5"",""6.8"",""1.105"",""205"""
"4/17/2024,""2.2"",""8.3"",""4.2"",""3.4"",""5.3"",""1.392"",""437"""
"4/18/2024,""1.1"",""12.3"",""5.5"",""4.3"",""6.8"",""1.982"",""464"""
"4/19/2024,""0.3"",""21.6"",""1.3"",""0.8"",""4"",""4.345"",""463"""
"4/20/2024,""1.6"",""44"",""3.8"",""2.7"",""6.1"",""7.972"",""466"""
"4/21/2024,""1"",""12.1"",""3.3"",""2.1"",""5.35"",""2.037"",""324"""
"4/22/2024,""1.1"",""33.6"",""3.2"",""2.4"",""4.3"",""2.866"",""210"""
"4/23/2024,""0.8"",""16.7"",""3.3"",""1.5"",""4.85"",""3.057"",""468"""
"4/24/2024,""1.4"",""10"",""3.5"",""2.7"",""6.7"",""2.178"",""474"""
